City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,hadibu,12.65,54.0333,24.71,90,25,0.6,YE,1726775598
282,rabo de peixe,37.8,-25.5833,21.73,73,75,1.03,PT,1726775599
283,kirensk,57.7853,108.1119,5.13,83,99,2.84,RU,1726775600
284,lebu,-37.6167,-73.65,11.69,92,50,5.54,CL,1726775601
285,puerto deseado,-47.7503,-65.8938,6.41,94,100,8.11,AR,1726775342
286,contamana,-7.3333,-75.0167,41.08,17,8,2.06,PE,1726775603
287,puerto baquerizo moreno,-0.9,-89.6,23.55,69,75,7.2,EC,1726775447
288,gunnedah,-30.9833,150.25,7.19,41,0,0.31,AU,1726775605
289,konkwesso,10.8469,4.0984,24.13,91,86,1.89,NG,1726775606
290,hotan,37.0997,79.9269,23.5,26,87,2.18,CN,1726775607
291,kaele,10.1092,14.4508,24.49,83,90,2.65,CM,1726775608
292,nanao,37.05,136.9667,23.37,94,100,2.34,JP,1726775609
293,trincomalee,8.5711,81.2335,27.16,78,48,10.15,LK,1726775610
294,caraballeda,10.6112,-66.8522,33.04,66,40,2.06,VE,1726775611
295,broken hill,-31.95,141.4333,6.09,88,0,3.24,AU,1726775612
296,san rafael,-34.6177,-68.3301,24.56,5,0,11.94,AR,1726775414
297,kingston,17.997,-76.7936,33.53,62,20,10.8,JM,1726775461
298,macau,22.2006,113.5461,27.85,89,20,2.57,MO,1726775615
299,saldanha,-33.0117,17.9442,12.03,67,2,11.36,ZA,1726775616
300,baiti,13.745,-14.7482,25.38,86,98,3.03,SN,1726775617
301,san antonio de pale,-1.4014,5.6325,24.95,81,86,5.35,GQ,1726775618
302,newport,51.5877,-2.9984,18.03,84,7,7.16,GB,1726775619
303,gilmer,32.7287,-94.9424,32.1,45,0,0.0,US,1726775462
304,dunedin,-45.8742,170.5036,9.33,59,61,1.79,NZ,1726775621
305,jiangzi,28.95,89.6333,6.16,70,98,0.98,CN,1726775622
306,brookings,44.3114,-96.7984,26.73,45,0,9.26,US,1726775624
307,general toshevo,43.7,28.0333,16.18,91,65,1.79,BG,1726775625
308,viedma,-40.8135,-62.9967,22.02,26,1,12.25,AR,1726775626
309,port lincoln,-34.7333,135.8667,11.57,82,55,4.85,AU,1726775627
310,fort mcmurray,56.7268,-111.381,17.77,51,100,2.06,CA,1726775628
311,isola di capo rizzuto,38.96,17.0933,23.52,57,100,6.08,IT,1726775629
312,sisimiut,66.9395,-53.6735,5.29,64,100,2.14,GL,1726775630
313,gasteiz / vitoria,42.85,-2.6667,18.86,67,20,0.0,ES,1726775631
314,fort st. john,56.2499,-120.8529,13.94,47,75,4.63,CA,1726775567
315,orcopampa,-15.2661,-72.3417,16.3,27,99,6.5,PE,1726775633
316,sabaneta,6.15,-75.6,27.04,44,40,4.92,CO,1726775634
317,morondava,-20.2833,44.2833,24.08,88,0,3.38,MG,1726775635
318,villa del carbon,19.7272,-99.4683,20.45,62,55,2.29,MX,1726775636
319,bargaal,11.2864,51.0773,26.38,77,7,3.28,SO,1726775637
320,pearsall,28.8922,-99.095,34.65,43,63,4.61,US,1726775638
321,kerikeri,-35.2268,173.9474,14.39,85,91,2.68,NZ,1726775639
322,cidade velha,14.9167,-23.6167,28.26,74,75,6.17,CV,1726775640
323,praia da vitoria,38.7333,-27.0667,22.64,78,75,5.11,PT,1726775641
324,katsuura,35.1333,140.3,26.88,94,43,3.47,JP,1726775642
325,rio verde de mato grosso,-18.9181,-54.8442,38.91,15,68,7.65,BR,1726775643
326,yemva,62.59,50.8594,7.77,97,8,1.77,RU,1726775644
327,prien,30.1819,-93.2738,33.99,57,40,3.6,US,1726775645
328,masjed soleyman,31.9364,49.3039,29.86,19,0,0.96,IR,1726775646
329,barano d'ischia,40.718,13.9309,20.17,85,0,4.47,IT,1726775647
330,hyesan,41.4017,128.1778,16.82,98,100,1.03,KP,1726775648
331,axim,4.8699,-2.2405,24.03,93,25,3.03,GH,1726775650
332,mezhdurechenskiy,59.6,65.9333,11.72,94,30,2.42,RU,1726775651
333,zhangye,38.9342,100.4517,13.85,76,93,1.6,CN,1726775652
334,illizi,26.4833,8.4667,32.39,31,83,2.89,DZ,1726775653
335,taro,-8.3862,115.28,18.31,97,100,0.69,ID,1726775654
336,north bend,43.4065,-124.2243,18.42,88,40,9.26,US,1726775655
337,midvagur,62.0511,-7.1939,10.46,100,100,2.57,FO,1726775656
338,salalah,17.0151,54.0924,26.05,83,0,1.54,OM,1726775657
339,tshikapa,-6.4167,20.8,23.66,82,8,2.17,CD,1726775658
340,guadix,37.2993,-3.1392,17.39,64,80,1.07,ES,1726775659
341,sidi bennour,32.6524,-8.4277,20.28,67,52,3.58,MA,1726775660
342,west bay,19.3667,-81.4167,33.04,62,40,4.12,KY,1726775661
343,kyotera,-0.6156,31.5175,19.83,75,57,2.8,UG,1726775662
344,vangviang,18.9333,102.45,21.57,92,100,0.23,LA,1726775663
345,las tablas,7.7667,-80.2833,26.76,99,100,2.33,PA,1726775664
346,turpan,42.9333,89.1667,23.74,17,0,2.23,CN,1726775665
347,miles city,46.4083,-105.8406,22.54,40,0,8.75,US,1726775666
348,novyy urengoy,66.0833,76.6333,7.15,86,100,1.53,RU,1726775667
349,harda khas,22.3333,77.1,24.0,89,100,2.26,IN,1726775668
350,jiangmen,22.5833,113.0833,27.1,81,99,0.62,CN,1726775669
351,turan,16.0678,108.2208,26.99,94,40,0.51,VN,1726775670
352,makhambet,47.6667,51.5833,15.94,24,0,3.64,KZ,1726775672
353,kapit,2.0167,112.9333,23.37,85,100,0.6,MY,1726775673
354,mahanoro,-19.9,48.8,20.43,92,22,2.47,MG,1726775675
355,huarmey,-10.0681,-78.1522,20.08,71,3,5.7,PE,1726775676
356,bambanglipuro,-7.95,110.2833,24.06,77,99,0.75,ID,1726775677
357,tofol,5.3248,163.0078,28.68,73,90,3.39,FM,1726775678
358,fort bragg,35.139,-79.006,28.15,72,40,2.57,US,1726775679
359,santona,43.4439,-3.4576,19.48,89,32,1.58,ES,1726775680
360,jasper,37.2001,-94.3502,37.27,45,40,6.69,US,1726775675
361,novodvinsk,64.4165,40.8122,13.86,67,100,3.68,RU,1726775682
362,ndele,8.4109,20.6473,21.89,96,37,1.25,CF,1726775683
363,sulak,43.2734,47.5146,19.01,57,34,6.35,RU,1726775684
364,charlestown,-32.95,151.6667,12.07,55,0,3.08,AU,1726775451
365,asau,46.4333,26.4,9.78,66,23,3.44,RO,1726775444
366,nizhneangarsk,55.7833,109.55,2.47,70,17,1.67,RU,1726775687
367,czaplinek,53.5578,16.2333,16.19,59,0,3.06,PL,1726775688
368,tazacorte,28.629,-17.9293,22.54,93,75,1.79,ES,1726775689
369,walvis bay,-22.9575,14.5053,13.53,76,0,2.06,NA,1726775690
370,kayangel,8.0823,134.7173,28.21,71,100,1.71,PW,1726775691
371,ostersund,63.1792,14.6357,14.25,81,0,2.57,SE,1726775692
372,guigue,10.0853,-67.7792,30.55,56,10,4.84,VE,1726775693
373,mora,11.0461,14.1401,25.59,75,100,1.79,CM,1726775694
374,san lorenzo cacaotepec,17.1333,-96.8,25.67,60,81,1.34,MX,1726775695
375,mandalgovi,45.7625,106.2708,2.95,92,100,3.34,MN,1726775696
376,touba,8.2833,-7.6833,22.3,92,36,0.63,CI,1726775697
377,nguigmi,14.2495,13.1092,32.89,45,10,1.82,NE,1726775698
378,jinghong,21.991,100.7341,21.44,78,10,1.38,CN,1726775699
379,baoying,33.2292,119.3092,26.08,94,69,5.48,CN,1726775700
380,khanty-mansiysk,61.0042,69.0019,11.06,100,0,2.0,RU,1726775701
381,sao felix do xingu,-6.6447,-51.995,39.58,15,50,2.43,BR,1726775608
382,penhalonga,-18.8911,32.6978,19.14,22,0,1.37,ZW,1726775704
383,campoverde,-8.4753,-74.8058,35.83,20,0,1.5,PE,1726775705
384,tiquipaya,-17.3382,-66.2189,29.4,16,75,2.06,BO,1726775706
385,kupang,-10.1667,123.5833,26.32,94,20,2.57,ID,1726775707
386,beni saf,35.301,-1.3823,24.09,60,5,3.22,DZ,1726775708
387,orhei,47.3831,28.8231,14.77,29,22,2.83,MD,1726775710
388,simanggang,1.2472,111.4528,25.01,94,92,1.03,MY,1726775711
389,limon,10.0,-83.0333,28.94,84,0,1.54,CR,1726775591
390,copala,16.65,-98.9833,30.53,64,96,3.35,MX,1726775713
391,umluj,25.0213,37.2685,29.51,66,0,3.93,SA,1726775714
392,acajutla,13.5928,-89.8275,29.86,73,67,2.55,SV,1726775715
393,los palacios y villafranca,37.1618,-5.9243,23.36,74,100,4.27,ES,1726775716
394,san borja,-14.8167,-66.85,40.53,18,17,3.95,BO,1726775717
395,laojunmiao,39.8333,97.7333,13.11,64,0,2.0,CN,1726775718
396,mermoz boabab,14.7065,-17.4758,27.88,74,40,5.14,SN,1726775420
397,putina,-15.4667,-69.4333,13.8,46,25,6.29,PE,1726775721
398,zaozersk,69.4005,32.4476,9.52,69,100,15.25,RU,1726775722
399,puri,19.8,85.85,28.41,78,100,1.8,IN,1726775723
400,pokhara,28.2333,83.9833,22.19,76,0,1.91,NP,1726775724
401,antsiranana,-12.2787,49.2917,22.96,79,6,7.05,MG,1726775725
402,gornopravdinsk,60.05,69.9,11.56,97,33,2.55,RU,1726775726
403,maceio,-9.6658,-35.7353,27.69,65,40,6.17,BR,1726775531
404,tangalle,6.024,80.7911,25.63,85,100,5.53,LK,1726775728
405,mafeteng,-29.823,27.2374,7.27,61,2,3.72,LS,1726775729
406,barwadih,23.8333,84.1167,24.41,88,38,0.99,IN,1726775730
407,patong,7.8961,98.2966,27.08,99,86,8.94,TH,1726775731
408,mossendjo,-2.9506,12.7261,22.68,83,100,1.94,CG,1726775732
409,lorengau,-2.0226,147.2712,27.23,83,33,3.71,PG,1726775733
410,puerto leguizamo,-0.1934,-74.7819,34.77,43,63,0.49,CO,1726775734
411,trinidad,-14.8333,-64.9,36.99,36,20,5.14,BO,1726775735
412,nova xavantina,-14.6667,-52.35,37.09,19,95,2.91,BR,1726775736
413,christchurch,-43.5333,172.6333,6.29,89,0,1.54,NZ,1726775737
414,rio claro,-22.4114,-47.5614,26.11,53,48,5.01,BR,1726775738
415,gomez farias,23.05,-99.15,29.56,65,8,3.01,MX,1726775740
416,flying fish cove,-10.4217,105.6791,23.82,83,20,4.63,CX,1726775741
417,yelizovo,53.1873,158.3805,4.08,93,40,4.0,RU,1726775742
418,puerto rico,-26.796,-55.024,36.44,28,0,3.46,AR,1726775744
419,guerrero negro,27.9769,-114.0611,22.18,54,0,6.14,MX,1726775745
420,venev,54.3553,38.2684,12.61,69,86,3.41,RU,1726775746
421,safaga,26.7292,33.9365,32.74,38,0,10.28,EG,1726775747
422,likiep,9.8251,169.3107,28.76,76,99,6.14,MH,1726775748
423,aioun,16.6614,-9.6149,32.81,44,100,4.57,MR,1726775750
424,tilisarao,-32.7329,-65.2911,28.69,3,0,7.58,AR,1726775751
425,egilsstadir,65.2653,-14.3948,5.95,81,0,4.12,IS,1726775752
426,taltal,-25.4,-70.4833,19.33,57,30,1.6,CL,1726775753
427,dharmavaram,14.4333,77.7167,27.71,59,100,5.24,IN,1726775754
428,chelak,39.9203,66.8611,16.42,28,31,1.97,UZ,1726775755
429,kamaishi,39.2667,141.8833,20.95,94,100,3.82,JP,1726775756
430,port augusta,-32.5,137.7667,5.94,85,0,1.0,AU,1726775757
431,kovernino,57.1253,43.8142,13.13,66,82,3.77,RU,1726775758
432,sinan,34.8262,126.1086,25.76,86,100,9.54,KR,1726775759
433,tafuna,-14.3358,-170.72,27.97,74,75,5.14,AS,1726775760
434,namdrik,5.5994,168.1028,26.96,82,100,6.67,MH,1726775761
435,nyrob,60.733,56.7202,10.95,96,100,2.97,RU,1726775762
436,klaksvik,62.2266,-6.589,10.74,87,73,0.37,FO,1726775763
437,rusape,-18.5278,32.1284,17.62,25,0,3.39,ZW,1726775764
438,brisas de zicatela,15.8369,-97.0419,30.97,66,83,3.52,MX,1726775765
439,general roca,-39.0333,-67.5833,19.96,23,24,16.37,AR,1726775766
440,tutayev,57.8853,39.5406,11.19,80,17,2.25,RU,1726775768
441,basco,20.4487,121.9702,27.57,83,100,5.31,PH,1726775769
442,primero de mayo,-32.2552,-58.4228,28.23,44,53,0.81,AR,1726775770
443,prairie view,30.0933,-95.9877,36.02,54,0,3.86,US,1726775488
444,kidal,18.4411,1.4078,29.82,50,34,5.65,ML,1726775772
445,golere,16.2557,-14.1017,32.78,46,85,2.11,SN,1726775773
446,jiutai,44.1525,125.8328,9.19,82,100,4.29,CN,1726775775
447,codrington,-38.2667,141.9667,9.54,82,54,6.03,AU,1726775776
448,castillos,-34.1667,-53.8333,16.07,98,100,4.76,UY,1726775777
449,siwa oasis,29.2041,25.5195,35.24,21,7,2.96,EG,1726775778
450,bodo,67.28,14.405,10.02,88,75,10.29,NO,1726775779
451,guatire,10.4762,-66.5427,27.53,77,89,0.85,VE,1726775586
452,tottori,35.5,134.2333,25.86,85,94,3.85,JP,1726775781
453,port isabel,26.0734,-97.2086,34.02,79,40,7.2,US,1726775782
454,inverloch,-38.6333,145.7167,9.32,84,76,8.76,AU,1726775779
455,grand falls-windsor,48.9332,-55.6649,13.06,88,100,1.34,CA,1726775784
456,tanjung selor,2.8372,117.3642,24.29,99,100,0.75,ID,1726775785
457,celestun,20.8667,-90.4,31.82,66,8,6.38,MX,1726775786
458,kuressaare,58.2481,22.5039,12.19,93,11,1.54,EE,1726775787
459,mount isa,-20.7333,139.5,10.87,43,4,1.54,AU,1726775788
460,lulea,65.5842,22.1547,18.04,59,0,4.63,SE,1726775789
461,mersa matruh,31.3525,27.2453,29.11,58,40,2.57,EG,1726775791
462,necochea,-38.5473,-58.7368,11.25,96,100,3.86,AR,1726775725
463,karratha,-20.7377,116.8463,26.0,44,37,2.54,AU,1726775793
464,burg auf fehmarn,54.4333,11.2,16.42,92,2,8.98,DE,1726775794
465,ballina,-28.8667,153.5667,14.92,46,0,3.9,AU,1726775795
466,pimenta bueno,-11.6725,-61.1936,41.2,12,5,2.81,BR,1726775796
467,callao,-12.0667,-77.15,18.16,72,75,5.14,PE,1726775542
468,nogliki,51.8333,143.1667,4.69,82,100,1.53,RU,1726775798
469,erenhot,43.6475,111.9767,7.66,84,100,6.55,CN,1726775799
470,tindouf,27.6711,-8.1474,30.25,42,40,2.06,DZ,1726775800
471,nha trang,12.25,109.1833,29.0,84,46,2.67,VN,1726775801
472,port saint john's,-31.6229,29.5448,14.86,71,100,6.2,ZA,1726775802
473,morehead city,34.7229,-76.726,24.03,90,30,0.89,US,1726775803
474,happy valley-goose bay,53.3168,-60.3315,14.17,77,75,4.63,CA,1726775805
475,kuala terengganu,5.3302,103.1408,24.97,100,20,1.54,MY,1726775806
476,son tay,21.1378,105.505,24.03,95,100,2.49,VN,1726775807
477,saudarkrokur,65.7461,-19.6394,5.24,80,100,4.51,IS,1726775808
478,forster,-32.1667,152.5167,12.57,43,0,3.53,AU,1726775809
479,levuka,50.1834,-105.4011,13.85,94,100,12.86,CA,1726775810
480,westport,41.1415,-73.3579,29.48,48,0,5.14,US,1726775611
481,suarez,2.954,-76.6964,28.04,59,85,3.7,CO,1726775813
482,nova olinda do norte,-3.8881,-59.0942,40.0,21,92,1.24,BR,1726775814
483,karabar,-35.3753,149.2308,4.95,74,0,2.57,AU,1726775816
484,gizo,-8.103,156.8419,27.3,80,99,2.73,SB,1726775817
485,whitefish,48.4111,-114.3376,20.86,45,0,6.17,US,1726775818
486,villa gesell,-37.2639,-56.973,16.72,83,100,8.33,AR,1726775819
487,jabor,5.921,169.6434,27.11,81,90,6.27,MH,1726775820
488,cradock,-32.1642,25.6192,5.55,75,38,4.47,ZA,1726775821
489,kapa'a,22.0752,-159.319,28.18,70,40,7.72,US,1726775822
490,aljezur,37.3191,-8.8033,18.2,78,20,1.99,PT,1726775823
491,i-n-salah,27.1935,2.4607,34.06,26,100,11.68,DZ,1726775824
492,orapa,-21.2833,25.3667,25.8,20,71,2.79,BW,1726775825
493,kattivakkam,13.2167,80.3167,30.05,87,100,4.81,IN,1726775826
494,qarshi,38.8667,65.8,18.9,27,0,4.12,UZ,1726775827
495,enterprise,36.0252,-115.2419,30.46,19,20,3.09,US,1726775828
496,saint croix,17.7397,-64.7388,30.53,75,0,0.0,VI,1726775829
497,isangel,-19.55,169.2667,21.59,74,27,3.76,VU,1726775567
498,kilindoni,-7.9139,39.6668,24.87,81,27,5.42,TZ,1726775831
499,murghob,38.1702,73.9667,6.36,35,13,0.5,TJ,1726775832
500,kone,-21.0595,164.8658,18.7,76,10,0.97,NC,1726775833
501,cockburn town,21.4612,-71.1419,29.03,74,28,4.36,TC,1726775834
502,santa terezinha,-29.9002,-50.0904,18.64,87,12,12.0,BR,1726775836
503,priargunsk,50.3691,119.1012,2.92,52,0,2.07,RU,1726775837
504,nashville,36.1659,-86.7844,33.36,44,0,2.57,US,1726775640
505,khodzha-maston,38.7446,68.627,14.68,37,8,2.69,TJ,1726775839
506,banda aceh,5.5577,95.3222,26.2,77,95,7.18,ID,1726775565
507,onega,63.9061,38.1404,14.07,72,100,4.77,RU,1726775841
508,eyl,7.9803,49.8164,25.73,81,0,8.29,SO,1726775692
509,iguatemi,-23.6803,-54.5611,36.4,25,5,3.02,BR,1726775843
510,nookat,40.2671,72.6207,17.03,40,0,3.09,KG,1726775844
511,northam,51.0333,-4.2167,17.01,86,3,6.08,GB,1726775845
512,gao,16.6362,1.637,34.1,39,5,4.35,ML,1726775846
513,sittwe,20.15,92.9,27.71,88,54,2.17,MM,1726775847
514,daruvar,45.5906,17.225,15.97,82,100,0.77,HR,1726775848
515,panama city beach,30.1766,-85.8055,33.36,50,0,4.12,US,1726775598
516,freetown,8.484,-13.2299,25.99,85,100,3.0,SL,1726775851
517,sassandra,4.95,-6.0833,23.76,92,100,3.1,CI,1726775852
518,budennovsk,44.7839,44.1658,13.55,51,45,3.9,RU,1726775854
519,fort saskatchewan,53.7168,-113.2187,18.95,41,75,8.49,CA,1726775855
520,soe,-9.8607,124.284,19.24,95,73,1.8,ID,1726775856
521,hohhot,40.8106,111.6522,14.16,88,40,4.0,CN,1726775857
522,mugia,43.1041,-9.2179,16.06,89,0,1.87,ES,1726775858
523,san martin de los andes,-40.1604,-71.3486,3.67,98,97,4.3,AR,1726775722
524,oodweyne,9.4092,45.064,28.78,39,78,3.48,SO,1726775860
525,mkushi,-13.6202,29.3939,22.22,25,0,2.28,ZM,1726775861
526,grambling,32.5276,-92.714,31.96,58,5,3.09,US,1726775862
527,sola,-13.8833,167.55,24.58,72,100,6.87,VU,1726775863
528,aldinga beach,-35.2793,138.4604,13.15,77,100,7.31,AU,1726775864
529,santa cruz,-17.8,-63.1667,34.7,43,100,11.83,BO,1726775581
530,karabaglar,38.374,27.1352,23.35,53,0,5.66,TR,1726775866
531,brownfield,33.1812,-102.2744,34.66,30,0,6.65,US,1726775867
532,essaouira,31.5125,-9.77,21.72,83,40,3.6,MA,1726775868
533,outjo,-20.1167,16.15,19.05,22,0,4.86,NA,1726775869
534,palavas-les-flots,43.528,3.9271,17.99,88,0,1.54,FR,1726775870
535,batarasa,8.6617,117.6222,26.77,84,98,1.78,PH,1726775871
536,ambodifotatra,-16.9833,49.85,23.58,75,31,4.84,MG,1726775872
537,terenozek,45.05,64.9833,13.88,46,0,4.18,KZ,1726775873
538,hauterive,46.0901,3.4459,13.56,86,6,1.52,FR,1726775875
539,kapuskasing,49.4169,-82.4331,28.0,34,20,4.63,CA,1726775876
540,boa vista,2.8197,-60.6733,34.99,41,75,4.12,BR,1726775700
541,saint-louis,16.3333,-15.0,32.49,46,63,3.16,SN,1726775879
542,uryupinsk,50.8047,42.0138,13.67,35,99,1.59,RU,1726775880
543,ocean city,39.2776,-74.5746,25.59,77,97,5.18,US,1726775705
544,turek,52.0155,18.5005,16.94,48,2,4.61,PL,1726775882
545,cill airne,52.05,-9.5167,14.5,88,100,1.97,IE,1726775883
546,nova vicosa,-17.8919,-39.3719,24.59,72,15,2.63,BR,1726775884
547,tolanaro,-25.0319,46.9987,23.04,83,0,7.2,MG,1726775885
548,tataouine,32.9297,10.4518,23.48,65,100,6.58,TN,1726775886
549,acapulco de juarez,16.8634,-99.8901,28.7,60,100,2.58,MX,1726775887
550,gandajika,-6.75,23.95,25.04,57,100,1.8,CD,1726775888
551,kaitong,44.8135,123.15,10.61,71,100,1.99,CN,1726775889
552,glenvale,-27.5648,151.9076,10.49,80,95,1.32,AU,1726775890
553,bogande,12.9714,-0.1436,25.81,77,41,4.1,BF,1726775891
554,salinopolis,-0.6136,-47.3561,27.56,78,10,7.26,BR,1726775892
555,brisas barra de suchiate,14.55,-92.2167,30.42,72,18,4.02,MX,1726775893
556,humaita,-7.5061,-63.0208,40.32,19,77,1.19,BR,1726775894
557,sussex,41.1834,-74.6663,27.27,55,0,3.09,US,1726775895
558,sturgis,41.7992,-85.4192,29.82,36,0,2.57,US,1726775729
559,sandnessjoen,66.0217,12.6316,11.06,93,75,3.6,NO,1726775898
560,newman,37.3138,-121.0208,27.81,46,87,2.24,US,1726775899
561,itaituba,-4.2761,-55.9836,38.09,39,20,4.12,BR,1726775900
